# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       9.884       26.100     1995.922     7269.133
       9.999       26.400     1995.922     7269.133
      10.113       34.900     1995.922     7269.133
      10.227       17.700     1995.922     7269.133
      10.340       27.000     1995.922     7269.133
      10.452       26.600     1995.922     7269.133
      10.564       26.200     1995.922     7269.133
      10.679       26.500     1995.922     7269.133
      10.792       26.200     1995.922     7269.133
      10.907       26.500     1995.922     7269.133
      11.020       26.200     1995.922     7269.133
      11.135       26.700     1995.922     7269.133
      11.247       26.500     1995.922     7269.133
      11.360       35.600     1995.922     7269.133
      11.473       26.200     1995.922     7269.133
      11.587       17.700     1995.922     7269.133
      11.700       26.200     1995.922     7269.133
      11.815       26.500     1995.922     7269.133
      11.928       35.100     1995.922     7269.133
      12.042       17.600     1995.922     7269.133
      12.156       26.500     1995.922     7269.133
      12.269       26.200     1995.922     7269.133
      12.383       26.900     1995.922     7269.133
      12.495       17.700     1995.922     7269.133
      12.608       26.100     1995.922     7269.133
      12.723       26.500     1995.922     7269.133
      12.836       34.800     1995.922     7269.133
      12.951       17.700     1995.922     7269.133
      13.064       26.200     1995.922     7269.133
      13.179       26.700     1995.922     7269.133
      13.291       26.500     1995.922     7269.133
      13.404       26.700     1995.922     7269.133
      13.517       17.500     1995.922     7269.133
      13.631       35.400     1995.922     7269.133
      13.744       26.100     1995.922     7269.133
      13.859       26.500     1995.922     7269.133
      13.972       26.100     1995.922     7269.133
      14.087       26.500     1995.922     7269.133
      14.200       17.600     1995.922     7269.133
      14.314       35.100     1995.922     7269.133
      14.428       18.000     1995.922     7269.133
      14.539       26.500     1995.922     7269.133
      14.652       26.100     1995.922     7269.133
      14.767       26.500     1995.922     7269.133
      14.880       26.300     1995.922     7269.133
      14.994       35.200     1995.922     7269.133
      15.108       26.100     1995.922     7269.133
      15.223       35.300     1995.922     7269.133
      15.336       17.500     1995.922     7269.133
      15.451       34.600     1995.922     7269.133
      15.567       26.500     1995.922     7269.133
      15.680       26.100     1995.922     7269.133
      15.795       35.500     1995.922     7269.133
      15.908       17.700     1995.922     7269.133
      16.020       35.500     1995.922     7269.133
      16.133       17.600     1995.922     7269.133
      16.246       35.200     1995.922     7269.133
      16.360       17.400     1995.922     7269.133
      16.475       35.300     1995.922     7269.133
      16.588       26.300     1995.922     7269.133
      16.702       35.200     1995.922     7269.133
      16.816       26.100     1995.922     7269.133
      16.931       17.600     1995.922     7269.133
      17.044       26.900     1995.922     7269.133
      17.156       35.500     1995.922     7269.133
      17.268       26.400     1995.922     7269.133
      17.382       35.200     1995.922     7269.133
      17.496       17.500     1995.922     7269.133
      17.610       35.200     1995.922     7269.133
      17.724       26.100     1995.922     7269.133
      17.839       35.300     1995.922     7269.133
      17.952       26.100     1995.922     7269.133
      18.067       35.300     1995.922     7269.133
      18.180       26.100     1995.922     7269.133
      18.295       35.600     1995.922     7269.133
      18.408       26.100     1995.922     7269.133
      18.522       35.200     1995.922     7269.133
      18.636       35.700     1995.922     7269.133
      18.748       34.800     1995.922     7269.133
      18.863       26.500     1995.922     7269.133
      18.976       34.900     1995.922     7269.133
      19.091       35.300     1995.922     7269.133
      19.204       34.900     1995.922     7269.133
      19.319       26.500     1995.922     7269.133
      19.432       37.300     1995.922     7269.133
      19.539       26.500     1995.922     7269.133
      19.653       26.100     1995.922     7269.133
      19.767       35.400     1995.922     7269.133
      19.880       34.900     1995.922     7269.133
      19.995       35.100     1995.922     7269.133
      20.109       26.100     1995.922     7269.133
      20.224       34.700     1995.922     7269.133
      20.339       26.500     1995.922     7269.133
      20.452       26.100     1995.922     7269.133
      20.567       34.600     1995.922     7269.133
      20.683       26.400     1995.922     7269.133
      20.796       34.800     1995.922     7269.133
      20.911       26.400     1995.922     7269.133
      21.024       26.800     1995.922     7269.133
      21.136       26.300     1995.922     7269.133
      21.251       35.200     1995.922     7269.133
      21.364       26.900     1995.922     7269.133
      21.476       26.100     1995.922     7269.133
      21.591       35.300     1995.922     7269.133
      21.704       26.300     1995.922     7269.133
      21.818       26.400     1995.922     7269.133
      21.932       34.800     1995.922     7269.133
      22.047       26.400     1995.922     7269.133
      22.160       26.100     1995.922     7269.133
      22.275       26.000     1995.922     7269.133
      22.391       35.100     1995.922     7269.133
      22.504       26.200     1995.922     7269.133
      22.619       35.500     1995.922     7269.133
      22.732       26.100     1995.922     7269.133
      22.847       35.300     1995.922     7269.133
      22.960       17.400     1995.922     7269.133
      23.075       35.300     1995.922     7269.133
      23.188       26.100     1995.922     7269.133
      23.303       35.500     1995.922     7269.133
      23.416       26.100     1995.922     7269.133
      23.531       35.400     1995.922     7269.133
      23.644       34.800     1995.922     7269.133
      23.759       27.000     1995.922     7269.133
      23.870       26.400     1995.922     7269.133
      23.984       34.800     1995.922     7269.133
      24.099       26.400     1995.922     7269.133
      24.212       34.800     1995.922     7269.133
      24.327       26.500     1995.922     7269.133
      24.440       26.200     1995.922     7269.133
      24.555       26.500     1995.922     7269.133
      24.668       34.800     1995.922     7269.133
      24.783       26.400     1995.922     7269.133
      24.897       26.200     1995.922     7269.133
      25.011       35.200     1995.922     7269.133
      25.125       26.200     1995.922     7269.133
      25.239       35.900     1995.922     7269.133
      25.351       26.500     1995.922     7269.133
      25.464       34.800     1995.922     7269.133
      25.579       26.500     1995.922     7269.133
      25.692       26.200     1995.922     7269.133
      25.807       35.400     1995.922     7269.133
      25.920       26.000     1995.922     7269.133
      26.035       35.300     1995.922     7269.133
      26.148       25.900     1995.922     7269.133
      26.265       26.100     1995.922     7269.133
      26.379       26.700     1995.922     7269.133
      26.491       35.400     1995.922     7269.133
      26.604       26.200     1995.922     7269.133
      26.719       35.300     1995.922     7269.133
      26.833       17.600     1995.922     7269.133
      26.946       35.300     1995.922     7269.133
      27.060       26.300     1995.922     7269.133
      27.174       34.500     1995.922     7269.133
      27.290       26.300     1995.922     7269.133
      27.404       34.900     1995.922     7269.133
      27.519       17.800     1995.922     7269.133
      27.631       35.700     1995.922     7269.133
      27.743       17.700     1995.922     7269.133
      27.856       26.200     1995.922     7269.133
      27.971       26.700     1995.922     7269.133
      28.083       26.500     1995.922     7269.133
      28.196       34.800     1995.922     7269.133
      28.311       26.900     1995.922     7269.133
      28.422       26.400     1995.922     7269.133
      28.536       34.800     1995.922     7269.133
      28.651       26.200     1995.922     7269.133
      28.766       26.300     1995.922     7269.133
      28.879       26.700     1995.922     7269.133
      28.992       26.100     1995.922     7269.133
      29.107       35.300     1995.922     7269.133
      29.220       17.400     1995.922     7269.133
      29.335       35.300     1995.922     7269.133
      29.448       26.100     1995.922     7269.133
      29.563       26.500     1995.922     7269.133
      29.676       26.100     1995.922     7269.133
      29.791       35.300     1995.922     7269.133
      29.904       26.100     1995.922     7269.133
      30.019       26.500     1995.922     7269.133
      30.133       35.600     1995.922     7269.133
      30.245       35.000     1995.922     7269.133
      30.359       26.500     1995.922     7269.133
      30.473       26.100     1995.922     7269.133
      30.588       26.600     1995.922     7269.133
      30.700       43.700     1995.922     7269.133
      30.815       26.500     1995.922     7269.133
      30.928       35.100     1995.922     7269.133
      31.042       26.500     1995.922     7269.133
      31.155       34.900     1995.922     7269.133
      31.270       35.100     1995.922     7269.133
      31.384       34.700     1995.922     7269.133
      31.499       26.500     1995.922     7269.133
      31.612       34.800     1995.922     7269.133
      31.727       26.500     1995.922     7269.133
      31.840       43.500     1995.922     7269.133
      31.955       26.500     1995.922     7269.133
      32.068       26.300     1995.922     7269.133
      32.182       35.200     1995.922     7269.133
      32.296       26.000     1995.922     7269.133
      32.411       35.300     1995.922     7269.133
      32.524       34.800     1995.922     7269.133
      32.639       35.400     1995.922     7269.133
      32.752       26.100     1995.922     7269.133
      32.867       35.400     1995.922     7269.133
      32.980       26.100     1995.922     7269.133
      33.095       35.400     1995.922     7269.133
      33.208       34.800     1995.922     7269.133
      33.323       17.700     1995.922     7269.133
      33.436       34.900     1995.922     7269.133
      33.551       35.300     1995.922     7269.133
      33.664       26.100     1995.922     7269.133
      33.779       35.600     1995.922     7269.133
      33.892       26.500     1995.922     7269.133
      34.005       34.900     1995.922     7269.133
      34.119       26.900     1995.922     7269.133
      34.231       35.200     1995.922     7269.133
      34.344       34.800     1995.922     7269.133
      34.459       26.500     1995.922     7269.133
      34.572       34.800     1995.922     7269.133
      34.687       35.300     1995.922     7269.133
      34.800       26.200     1995.922     7269.133
      34.915       26.500     1995.922     7269.133
      35.028       34.700     1995.922     7269.133
      35.144       35.400     1995.922     7269.133
      35.257       26.200     1995.922     7269.133
      35.371       35.300     1995.922     7269.133
      35.485       34.900     1995.922     7269.133
      35.599       26.500     1995.922     7269.133
      35.712       26.200     1995.922     7269.133
      35.827       35.300     1995.922     7269.133
      35.940       26.100     1995.922     7269.133
      36.055       35.900     1995.922     7269.133
      36.166       26.400     1995.922     7269.133
      36.280       34.600     1995.922     7269.133
      36.396       26.500     1995.922     7269.133
      36.509       34.900     1995.922     7269.133
      36.623       26.500     1995.922     7269.133
      36.736       34.800     1995.922     7269.133
      36.851       35.300     1995.922     7269.133
      36.965       26.200     1995.922     7269.133
      37.079       35.300     1995.922     7269.133
      37.192       26.100     1995.922     7269.133
      37.307       35.400     1995.922     7269.133
      37.420       34.800     1995.922     7269.133
      37.535       17.700     1995.922     7269.133
      37.649       34.800     1995.922     7269.133
      37.764       34.700     1995.922     7269.133
      37.879       35.300     1995.922     7269.133
      37.992       34.800     1995.922     7269.133
      38.107       17.400     1995.922     7269.133
      38.222       44.000     1995.922     7269.133
      38.336       26.000     1995.922     7269.133
      38.451       35.300     1995.922     7269.133
      38.564       26.100     1995.922     7269.133
      38.679       26.500     1995.922     7269.133
      38.792       43.600     1995.922     7269.133
      38.907       26.400     1995.922     7269.133
      39.020       35.400     1995.922     7269.133
      39.133       26.300     1995.922     7269.133
      39.247       35.400     1995.922     7269.133
      39.360       26.100     1995.922     7269.133
      39.475       35.300     1995.922     7269.133
      39.589       34.900     1995.922     7269.133
      39.703       27.000     1995.922     7269.133
      39.814       35.100     1995.922     7269.133
      39.928       34.800     1995.922     7269.133
      40.043       26.500     1995.922     7269.133
      40.157       34.700     1995.922     7269.133
      40.272       34.500     1995.922     7269.133
      40.388       26.000     1995.922     7269.133
      40.503       44.000     1995.922     7269.133
      40.616       52.100     1995.922     7269.133
      40.732       43.200     1995.922     7269.133
      40.847       35.300     1995.922     7269.133
      40.960       44.400     1995.922     7269.133
      41.073       35.000     1995.922     7269.133
      41.187       44.100     1995.922     7269.133
      41.301       43.600     1995.922     7269.133
      41.416       44.200     1995.922     7269.133
      41.529       43.600     1995.922     7269.133
      41.643       43.200     1995.922     7269.133
      41.759       35.300     1995.922     7269.133
      41.873       43.500     1995.922     7269.133
      41.987       43.200     1995.922     7269.133
      42.103       44.100     1995.922     7269.133
      42.217       43.500     1995.922     7269.133
      42.332       43.300     1995.922     7269.133
      42.447       44.100     1995.922     7269.133
      42.561       34.800     1995.922     7269.133
      42.676       44.200     1995.922     7269.133
      42.789       43.600     1995.922     7269.133
      42.903       44.100     1995.922     7269.133
      43.017       34.900     1995.922     7269.133
      43.131       44.100     1995.922     7269.133
      43.245       43.500     1995.922     7269.133
      43.360       34.700     1995.922     7269.133
      43.475       44.000     1995.922     7269.133
      43.588       43.500     1995.922     7269.133
      43.703       35.200     1995.922     7269.133
      43.817       52.200     1995.922     7269.133
      43.932       34.700     1995.922     7269.133
      44.047       44.100     1995.922     7269.133
      44.160       43.500     1995.922     7269.133
      44.275       34.600     1995.922     7269.133
      44.391       44.100     1995.922     7269.133
      44.504       34.800     1995.922     7269.133
      44.619       44.200     1995.922     7269.133
      44.733       43.500     1995.922     7269.133
      44.847       35.400     1995.922     7269.133
      44.960       43.500     1995.922     7269.133
      45.075       44.100     1995.922     7269.133
      45.189       43.500     1995.922     7269.133
      45.304       34.700     1995.922     7269.133
      45.419       35.200     1995.922     7269.133
      45.533       43.500     1995.922     7269.133
      45.647       44.300     1995.922     7269.133
      45.760       43.600     1995.922     7269.133
      45.875       35.800     1995.922     7269.133
      45.987       35.200     1995.922     7269.133
      46.100       43.500     1995.922     7269.133
      46.215       44.100     1995.922     7269.133
      46.329       43.600     1995.922     7269.133
      46.443       44.300     1995.922     7269.133
      46.556       34.800     1995.922     7269.133
      46.671       52.800     1995.922     7269.133
      46.785       34.800     1995.922     7269.133
      46.900       80.800     1997.711     7271.148
      47.011       97.200     1997.711     7271.148
      47.124      104.700     1997.711     7271.148
      47.239       97.200     1997.711     7271.148
      47.352      104.500     1997.711     7271.148
      47.467       88.400     1997.711     7271.148
      47.580      105.100     1997.711     7271.148
      47.694      105.500     1997.711     7271.148
      47.808       95.900     1997.711     7271.148
      47.922       95.300     1997.711     7271.148
      48.038       96.700     1997.711     7271.148
      48.152      112.900     1997.711     7271.148
      48.267       97.300     1997.711     7271.148
      48.380       95.800     1997.711     7271.148
      48.495       97.300     1997.711     7271.148
      48.608       96.500     1997.711     7271.148
      48.722      105.400     1997.711     7271.148
      48.836       97.700     1997.711     7271.148
      48.948      104.800     1997.711     7271.148
      49.063       97.200     1997.711     7271.148
      49.176       95.800     1997.711     7271.148
      49.291       97.200     1997.711     7271.148
      49.404      104.200     1997.711     7271.148
      49.519      106.100     1997.711     7271.148
      49.632      104.700     1997.711     7271.148
      49.747       97.100     1997.711     7271.148
      49.860       95.700     1997.711     7271.148
      49.975       97.300     1997.711     7271.148
      50.088       95.900     1997.711     7271.148
      50.203      106.000     1997.711     7271.148
      50.316      104.400     1997.711     7271.148
      50.431       97.200     1997.711     7271.148
      50.544       96.700     1997.711     7271.148
      50.658       96.500     1997.711     7271.148
      50.772      107.000     1997.711     7271.148
      50.884       95.900     1997.711     7271.148
      50.999       97.200     1997.711     7271.148
      51.112      104.500     1997.711     7271.148
      51.227       97.200     1997.711     7271.148
      51.340      104.400     1997.711     7271.148
      51.455       97.300     1997.711     7271.148
      51.568       95.700     1997.711     7271.148
      51.683      106.100     1997.711     7271.148
      51.796      107.800     1997.711     7271.148
      51.907       97.200     1997.711     7271.148
      52.020       96.100     1997.711     7271.148
      52.135       97.300     1997.711     7271.148
      52.248       95.900     1997.711     7271.148
      52.362      106.300     1997.711     7271.148
      52.475       97.600     1997.711     7271.148
      52.588      104.500     1997.711     7271.148
      52.703       97.200     1997.711     7271.148
      52.816       98.800     2008.551     8860.473
      52.927      106.300     2021.699     8860.473
      53.040       95.900     2035.105     8860.473
      53.155       97.100     2048.254     8860.473
      53.268      104.700     2061.918     8860.473
      53.383       97.200     2075.066     8860.473
      53.496      104.700     2088.473     8860.473
      53.611       97.300     2101.621     8860.473
      53.724       96.600     2115.027     8860.473
      53.838       97.200     2128.176     8860.473
      53.951       97.300     2141.324     8860.473
      54.064      104.500     2154.730     8860.473
      54.179       97.100     2167.879     8860.473
      54.292      104.500     2181.285     8860.473
      54.407       97.100     2194.434     8860.473
      54.520      113.400     2208.098     8860.473
      54.635       88.400     2221.246     8860.473
      54.748       95.900     2231.043     8860.473
      54.862      105.900     2243.418     8860.473
      54.976      104.600     2256.824     8860.473
      55.091       97.100     2269.973     8860.473
      55.204       96.800     2283.379     8860.473
      55.318      105.900     2296.527     8860.473
      55.431       97.300     2309.934     8860.473
      55.544       95.800     2323.340     8860.473
      55.659       97.300     2336.488     8860.473
      55.772      105.600     2349.895     8860.473
      55.885       97.100     2363.301     8860.473
      55.999      106.500     2376.449     8860.473
      56.111       97.600     2389.598     8860.473
      56.224       96.800     2402.746     8860.473
      56.338      106.100     2416.152     8860.473
      56.451       97.700     2429.301     8860.473
      56.563       97.500     2442.191     8860.473
      56.676       97.800     2455.598     8860.473
      56.789      105.600     2468.746     8860.473
      56.902       98.000     2481.895     8860.473
      57.014       97.500     2495.301     8860.473
      57.127       99.800     2508.191     8860.473
      57.238      106.700     2521.340     8860.473
      57.350       96.900     2534.488     8860.473
      57.463      107.000     2547.895     8860.473
      57.576       95.800     2561.301     8860.473
      57.691       97.700     2574.449     8860.473
      57.803       97.900     2587.598     8860.473
      57.916       99.100     2600.488     8860.473
      58.027       97.500     2613.895     8860.473
      58.139      107.000     2626.785     8860.473
      58.252       90.700     2639.676     8860.473
      58.362      105.700     2653.082     8860.473
      58.475       97.700     2666.230     8860.473
      58.588      104.600     2679.637     8860.473
      58.703       97.600     2692.785     8860.473
      58.815       97.500     2705.934     8860.473
      58.928      105.500     2719.340     8860.473
      59.042       97.300     2732.488     8860.473
      59.155       97.400     2745.637     8860.473
      59.268      107.500     2758.785     8860.473
      59.380       96.300     2772.191     8860.473
      59.494       97.200     2785.340     8860.473
      59.607      106.600     2798.746     8860.473
      59.720       89.200     2811.637     8860.473
      59.832      105.500     2825.043     8860.473
      59.946       97.700     2838.191     8860.473
      60.058       96.800     2851.598     8860.473
      60.172      106.500     2864.746     8860.473
      60.284       95.900     2878.152     8860.473
      60.399      107.100     2891.301     8860.473
      60.511       97.500     2904.449     8860.473
      60.624      104.700     2917.855     8860.473
      60.738       97.600     2931.004     8860.473
      60.851       97.500     2944.152     8860.473
      60.964       96.200     2957.559     8860.473
      61.078      105.900     2970.707     8860.473
      61.192       95.900     2984.113     8860.473
      61.306      105.800     2997.262     8860.473
      61.420       95.800     3010.926     8860.473
      61.535      105.800     3024.074     8860.473
      61.648       95.900     3037.480     8860.473
      61.763       98.300     3050.629     8860.473
      61.875       98.000     3063.777     8860.473
      61.987       97.900     3076.926     8860.473
      62.099      106.900     3090.074     8860.473
      62.211       97.600     3103.223     8860.473
      62.324       97.800     3116.371     8860.473
      62.437      105.000     3129.777     8860.473
      62.551       98.200     3142.926     8860.473
      62.663       97.200     3156.332     8860.473
      62.776       97.100     3169.480     8860.473
      62.889       98.100     3182.629     8860.473
      63.001      108.400     3195.520     8860.473
      63.112       97.200     3208.926     8860.473
      63.225       97.800     3222.074     8860.473
      63.338      105.700     3235.223     8860.473
      63.451       97.700     3248.371     8860.473
      63.564       96.800     3261.777     8860.473
      63.678      105.600     3274.926     8860.473
      63.791       97.500     3288.332     8860.473
      63.904       97.200     3301.480     8860.473
      64.017      106.200     3314.887     8860.473
      64.130       96.600     3328.035     8860.473
      64.244       96.100     3341.441     8860.473
      64.359      106.700     3354.590     8860.473
      64.471       97.500     3367.738     8860.473
      64.584       97.900     3380.887     8860.473
      64.696      105.400     3394.293     8860.473
      64.810       97.000     3407.441     8860.473
      64.924       97.800     3420.590     8860.473
      65.036       97.900     3433.738     8860.473
      65.148      108.600     3446.887     8860.473
      65.259       88.900     3459.777     8860.473
      65.371       97.500     3473.184     8860.473
      65.484      113.700     3486.332     8860.473
      65.599       98.300     3499.480     8860.473
      65.710       97.100     3512.887     8860.473
      65.824      106.700     3526.035     8860.473
      65.936       96.100     3539.184     8860.473
      66.051       97.100     3552.332     8860.473
      66.164       43.600     3561.547     8864.527
      66.279        0.000     3561.547     8864.527
      66.393        9.000     3561.547     8864.527
      66.504        8.700     3561.547     8864.527
      66.619       26.500     3561.547     8864.527
      66.732       34.800     3561.547     8864.527
      66.847       52.900     3561.547     8864.527
      66.960       26.100     3561.547     8864.527
      67.075       44.000     3561.547     8864.527
      67.189       52.300     3561.547     8864.527
      67.303       26.000     3561.547     8864.527
      67.419       53.200     3561.547     8864.527
      67.531       35.300     3561.547     8864.527
      67.645       34.900     3561.547     8864.527
      67.759       35.400     3561.547     8864.527
      67.872       43.900     3561.547     8864.527
      67.986       26.400     3561.547     8864.527
      68.100       52.200     3561.547     8864.527
      68.215       26.500     3561.547     8864.527
      68.328       34.800     3561.547     8864.527
      68.443       35.300     3561.547     8864.527
      68.556       43.500     3561.547     8864.527
      68.671       53.300     3561.547     8864.527
      68.784       43.200     3561.547     8864.527
      68.899       51.800     3561.547     8864.527
      69.015       44.200     3561.547     8864.527
      69.128       44.800     3561.547     8864.527
      69.240       52.100     3561.547     8864.527
      69.355       35.200     3561.547     8864.527
      69.469       34.800     3561.547     8864.527
      69.584       43.400     3561.547     8864.527
      69.699       44.100     3561.547     8864.527
      69.812       26.100     3561.547     8864.527
      69.927       44.100     3561.547     8864.527
      70.041       43.600     3561.547     8864.527
      70.155       26.600     3561.547     8864.527
      70.268       43.600     3561.547     8864.527
      70.383       61.800     3562.062     8865.020
      70.496      105.200     3562.062     8865.020
      70.610       96.900     3562.062     8865.020
      70.724      103.800     3562.062     8865.020
      70.840       97.500     3562.062     8865.020
      70.952      104.800     3562.062     8865.020
      71.067       88.500     3562.062     8865.020
      71.180      108.500     3562.062     8865.020
      71.291       97.100     3562.062     8865.020
      71.404      104.700     3569.023     9079.641
      71.518       97.500     3582.172     9079.641
      71.631       97.800     3595.320     9079.641
      71.744       96.700     3608.469     9079.641
      71.858      105.300     3621.617     9079.641
      71.971       97.600     3634.766     9079.641
      72.084       96.800     3647.914     9079.641
      72.198       98.600     3661.062     9079.641
      72.309      105.300     3674.211     9079.641
      72.423       97.400     3687.359     9079.641
      72.536      104.700     3700.508     9079.641
      72.651       97.100     3713.656     9079.641
      72.764       95.900     3727.062     9079.641
      72.879      105.900     3739.953     9079.641
      72.992      104.500     3753.359     9079.641
      73.107       97.400     3766.508     9079.641
      73.220       80.900     3776.562     9079.641
      73.331        0.000     3776.562     9079.641
      73.443        0.000     3776.562     9079.641
      73.556       17.400     3776.562     9079.641
      73.671        0.000     3776.562     9079.641
      73.784        8.700     3776.562     9079.641
      73.899       17.300     3776.562     9079.641
      74.014        8.800     3776.562     9079.641
      74.127        8.900     3776.562     9079.641
      74.240       18.000     3776.562     9079.641
      74.351       17.700     3776.562     9079.641
      74.464       17.500     3776.562     9079.641
      74.578       35.200     3776.562     9079.641
      74.692       26.100     3776.562     9079.641
      74.807       34.700     3776.562     9079.641
      74.922       26.400     3776.562     9079.641
      75.036       43.500     3776.562     9079.641
      75.151       44.100     3776.562     9079.641
      75.264       43.400     3776.562     9079.641
      75.380       43.200     3776.562     9079.641
      75.495       35.300     3776.562     9079.641
      75.609       43.600     3776.562     9079.641
      75.723       35.300     3776.562     9079.641
      75.837       78.600     3777.336     9080.430
      75.951      106.100     3777.336     9080.430
      76.064      105.400     3777.336     9080.430
      76.178       88.100     3777.594     9156.699
      76.292      104.500     3787.906     9156.699
      76.406       97.000     3798.219     9156.699
      76.520      106.500     3808.531     9156.699
      76.633       96.800     3818.586     9156.699
      76.746       97.000     3829.672     9156.699
      76.860       96.800     3842.820     9156.699
      76.973      105.900     3857.609     9233.012
      77.087       97.100     3875.656     9233.012
      77.200      104.700     3893.961     9233.012
      77.315       97.200     3912.266     9233.012
      77.428       97.700     3930.312     9233.012
      77.540       69.800     3931.941     9242.547
      77.655       88.200     3961.484     9891.598
      77.768      104.500     4357.250    12617.898
      77.883       97.500     4768.219    12617.898
      77.996       79.900     4799.465    12631.262
      78.109      105.000     4854.984    12657.695
      78.223       97.000     4870.648    12735.086
      78.336       95.900     4879.254    12744.938
      78.451      106.800     4887.934    12759.332
      78.564       97.500     4897.352    12768.820
      78.676       97.500     4904.414    12775.727
      78.789      105.100     4910.797    12783.012
      78.903      106.100     4967.828    12863.359
      79.017      105.400     4924.805    12854.191
      79.130       97.400     4936.148    12854.191
      79.243       98.400     4949.812    12854.191
      79.355       97.600     4963.734    12854.191
      79.468      105.200     4978.172    12854.191
      79.582       96.600     5001.852    12930.461
      79.696       78.600     4991.559    12863.727
      79.810       96.700     5014.082    13511.102
      79.924       96.100     5249.219    16239.078
      80.039      105.500     5586.203    16239.078
      80.152       95.700     5833.445    16241.012
      80.267       79.500     5863.844    16253.473
      80.381      104.700     5914.234    16278.496
      80.495       97.900     5919.703    16283.926
      80.608       97.300     5934.570    16360.164
      80.721      104.700     5944.363    16373.395
      80.835       97.200     5953.699    16386.727
      80.948      106.100     5961.488    16394.227
      81.062       96.900     5970.105    16403.422
      81.175      106.500     5995.938    16484.535
      81.288       95.400     5979.477    16475.371
      81.403       97.200     5986.953    16475.371
      81.516      104.500     6001.133    16475.371
      81.631       97.600     6015.312    16475.371
      81.744      104.100     6029.492    16475.371
      81.859       97.100     6043.672    16475.371
      81.972       97.300     6117.625    16551.641
      82.086       34.900     6053.410    16492.340
      82.200       98.100     6065.516    16505.828
      82.312      104.100     6273.922    19860.258
      82.427       97.000     6654.266    19860.258
      82.541       95.800     6897.965    19862.707
      82.655       88.300     6925.531    19874.652
      82.769      104.400     6974.262    19899.676
      82.884       97.200     6977.699    19903.152
      82.997       96.000     6993.742    19981.090
      83.111       98.000     7003.195    19994.426
      83.224      104.100     7012.746    20006.641
      83.339       97.000     7021.230    20015.402
